start	end	text
575080	576080	六八個吧
576080	577080	嗯
577080	578080	在那一邊都放了一盒
578080	579080	哦
580080	581080	為啥不
581080	582080	等會換下來的時候
582080	583080	都得剩下
583080	584080	水
588080	590080	你換不下來
590080	591080	我都得
591080	592080	把小碗
592080	593080	小碗你把
593080	594080	碗碗我換下來
595080	596080	這是一個
596080	597080	三小
597080	598080	一個
598080	599080	三小
599080	600080	一個
600080	601080	三小
601080	602080	一個
602080	603080	這是
603080	604080	這碗
604080	605080	五條
605080	606080	五條
606080	607080	二十六條的碗
607080	608080	四十
608080	609080	一盒
609080	610080	放到一邊
610080	611080	嗯
611080	612080	你看我
612080	613080	我都
613080	614080	就一盒
614080	615080	背下來了
615080	616080	我也要
616080	617080	背著
617080	618080	哦
618080	619080	哦
619080	620080	對
620080	621080	背著
621080	622080	哎呀
622080	623080	這個水
623080	624080	哎呀
624080	625080	不是
625080	626080	不是
626080	627080	你垃圾
627080	628080	沒有
628080	629080	我去買一個碗
629080	630080	我去買一個碗
630080	631080	我去買一個碗
631080	632080	我去買一個碗
632080	633080	我去買一個碗
633080	634080	我去買一個碗
634080	635080	我去買一個碗
635080	636080	我去買一個碗
636080	637080	我去買一個碗
637080	638080	嗯
638080	639080	我去買一個碗
639080	640080	哎呀
640080	641080	這些
641080	642080	發車
642080	643080	發車
643080	644080	我要
644080	645080	這個
645080	646080	一盒
646080	647080	就一盒
647080	648080	大部分
648080	649080	我也收了
649080	650080	就這五毛的
650080	651080	這是
651080	652080	就這些
652080	654080	这一过几年就熟了
682080	684080	这一遍又熟了
684080	686080	这一遍又熟了
686080	688080	这一遍又熟了
688080	690080	这一遍又熟了
690080	692080	这一遍又熟了
692080	694080	这一遍又熟了
694080	696080	这一遍又熟了
696080	698080	这一遍又熟了
698080	700080	这一遍又熟了
700080	702080	这一遍又熟了
702080	704080	这一遍又熟了
704080	706080	这一遍又熟了
706080	708080	这一遍又熟了
708080	710080	这一遍又熟了
710080	712080	这一遍又熟了
712080	714080	这一遍又熟了
714080	716080	这一遍又熟了
716080	718080	这一遍又熟了
718080	720080	这一遍又熟了
720080	722080	这一遍又熟了
722080	724080	这一遍又熟了
724080	726080	这一遍又熟了
726080	728080	这一遍又熟了
728080	730080	这一遍又熟了
730080	732080	这一遍又熟了
732080	734080	这一遍又熟了
734080	736080	这一遍又熟了
736080	738080	这一遍又熟了
738080	740080	这一遍又熟了
740080	742080	这一遍又熟了
742080	744080	这一遍又熟了
744080	746080	这一遍又熟了
746080	748080	这一遍又熟了
748080	750080	这一遍又熟了
750080	752080	这一遍又熟了
752080	754080	这一遍又熟了
754080	756080	这一遍又熟了
756080	758080	这一遍又熟了
758080	760080	这一遍又熟了
760080	762080	这一遍又熟了
762080	764080	这一遍又熟了
764080	766080	这一遍又熟了
766080	768080	这一遍又熟了
768080	770080	这一遍又熟了
770080	772080	这一遍又熟了
772080	774080	这一遍又熟了
774080	776080	这一遍又熟了
776080	778080	这一遍又熟了
778080	780080	这一遍又熟了
780080	782080	这一遍又熟了
782080	784080	这一遍又熟了
784080	786080	这一遍又熟了
786080	788080	这一遍又熟了
788080	790080	这一遍又熟了
790080	792080	这一遍又熟了
792080	794080	这一遍又熟了
794080	796080	这一遍又熟了
796080	798080	这一遍又熟了
798080	800080	这一遍又熟了
800080	802080	这一遍又熟了
802080	804080	这一遍又熟了
804080	806080	这一遍又熟了
806080	808080	这一遍又熟了
808080	810080	这一遍又熟了
810080	812080	这一遍又熟了
812080	814080	这一遍又熟了
814080	816080	这一遍又熟了
816080	818080	这一遍又熟了
818080	820080	这一遍又熟了
820080	822080	这一遍又熟了
822080	824080	这一遍又熟了
824080	826080	这一遍又熟了
836080	838080	这一遍又熟了
838080	840080	这一遍又熟了
840080	842080	这一遍又熟了
842080	844080	这一遍又熟了
844080	846080	这一遍又熟了
846080	848080	这一遍又熟了
848080	850080	这一遍又熟了
850080	852080	这一遍又熟了
852080	854080	这一遍又熟了
854080	856080	这一遍又熟了
856080	858080	这一遍又熟了
858080	860080	这一遍又熟了
860080	862080	这一遍又熟了
862080	864080	这一遍又熟了
864080	866080	这一遍又熟了
866080	868080	这一遍又熟了
868080	870080	这一遍又熟了
870080	872080	这一遍又熟了
872080	874080	这一遍又熟了
874080	876080	这一遍又熟了
876080	878080	这一遍又熟了
878080	880120	红枣
908080	913680	他这个乳酪都厚了一层厚了一层的
913680	915680	这一块皮也脏了
920680	922680	有的乳酪可能是凌了
922680	924680	他再重新刷冰箱
924680	925680	这个不多
925680	926680	这个80几
926680	927680	那是红的
931680	932680	他这再打一打过
934680	935680	放这了
938680	940680	这两个
940680	942680	反过来是硬的
942680	944680	对
954680	956680	也可以这样
962680	964680	也可以这样
964680	966680	再买这个铝差
967280	969280	可以直接点他这个铝差的命
969280	971280	买了个铝差
971280	973280	这边出来一个闪红酥性脂肪
973280	975280	可以把这个
975280	977280	那个塑料
977280	979280	直接夹到耳背
979280	981280	夹完以后
981280	983280	在底下最下边
983280	985280	用个包脆
985280	987280	再通补
987280	989280	确认一下
989280	991280	然后再点他
991280	993280	他如果不通补他也过来了
993280	995280	买了
995880	997880	不通补他也上去了
997880	999880	上去了
999880	1001880	刚才原来是89
1005880	1007880	不用点赏品惯例
1007880	1009880	也能帮他夹好护唇
1011880	1013880	你说在那边要是拿到手皮
1013880	1015880	我怕那个
1015880	1017880	护唇水洗
1017880	1019880	是怕那个眼
1019880	1021880	赏品惯例是肥眼
1021880	1023880	肥眼
1024480	1026480	夹好
1026480	1028480	夹好
1028480	1030480	刷一下
1030480	1032480	刷一下
1032480	1034480	可以刷了
1034480	1036480	我看了
1036480	1038480	那一个
1040480	1042480	刷一下
1042480	1044480	刷一下
1044480	1046480	刷一下
1046480	1048480	刷一下
1048480	1050480	刷一下
1050480	1052480	刷一下
1053080	1055080	刷刷刷
1055080	1057080	刷刷刷
1057080	1059080	刷挂
1059080	1061080	先刷鼻子
1061080	1063080	切掉鼻子
1065640	1067640	刷鼻子
1074280	1076280	刷鼻子
1079200	1081200	刷高巴
1171200	1175200	然後帶什麼優質的可以拿去玩
1175200	1177200	不用去高科技館
1177200	1179200	那我去旅遊的時候
1179200	1181200	去旅遊
1181200	1183200	打開它就有了
1183200	1185200	這個
1195200	1197200	就是
1197200	1199200	就是乾淨一點
1199200	1201200	很舒服
